Sample	popsSize0	demographic.alltrees.times.0	demographic.alltrees.times.1	demographic.alltrees.times.2	demographic.alltrees.times.3	demographic.alltrees.times.4	demographic.alltrees.times.5	demographic.alltrees.times.6	demographic.alltrees.times.7	demographic.alltrees.times.8	demographic.alltrees.times.9	demographic.alltrees.times.10	demographic.alltrees.times.11	demographic.alltrees.times.12	demographic.alltrees.times.13	demographic.alltrees.times.14	demographic.alltrees.times.15	demographic.alltrees.times.16	demographic.alltrees.times.17	demographic.alltrees.times.18	
48	5347.0	2.5448465375134646	3.587397437986013	4.67866398259109	5.817340750849198	7.32258654892037	7.803723522788985	8.792785639105091	11.956434487201719	14.215911703787583	16.641725568988463	16.97324154684506	18.590432720923474	29.341004150281705	31.47833056708376	1618.0	98.17267922677355	1216.0	100.5639208378143	105.34114253007486	
49	5350.0	2.110181746414	764.0	3.654838084756207	4.672905045066244	6.56362868384646	7.742729095587123	7.954805915332528	12.912866719404704	14.018142472504323	14.557145940337719	16.709151069908515	20.380562553099452	22.116973343390455	23.216983097207887	71.77857422454038	1038.0	1218.0	81.4096565192502	81.50045494206793	
50	5351.0	0.7905362053175367	765.0	2.8673849587424343	4.632375446684108	5.266625796203641	387.0	411.0	11.103067066875127	14.324783782319372	15.561377409543795	15.678759628157366	25.508791856717295	27.306998346663917	31.21238777199669	1620.0	80.7088474109475	1219.0	87.24060581413211	88.71141456645809	
51	5354.0	3.1949846554715293	3.771197667071604	4.196204474862782	4.6349483703551755	5.243018140236984	10.575660210289684	11.56636434668431	12.332079117337543	13.197721250272622	14.023545121719323	14.884620253047402	22.782271489444717	24.00775084183796	29.084507864176523	1622.0	77.18110753830135	85.6596495864021	858.0	86.42993104519661	
52	5354.0	3.1949846554715293	3.771197667071604	4.196204474862782	4.6349483703551755	5.243018140236984	10.575660210289684	11.56636434668431	12.332079117337543	13.197721250272622	14.023545121719323	14.884620253047402	22.782271489444717	24.00775084183796	29.084507864176523	1622.0	77.18110753830135	85.6596495864021	858.0	86.42993104519661	
53	5356.0	2.949711440127757	3.0892250142452298	3.454298934603244	4.817700283920416	5.443813239801891	6.605149324006341	7.868182599786337	10.225086859964591	11.420897111870019	14.441721334331554	15.680447644019765	16.90650331403355	19.31306339998305	26.543587595510452	1624.0	56.87844356073441	67.78151228141864	859.0	68.71600829790886	
54	5358.0	486.0	2.671025563400093	2.8322424504938937	4.735969979508468	5.644988220269994	6.821545315594264	8.303274902657122	12.604492657937499	13.793667885697232	15.741116550475581	20.021703274313097	378.0	26.953489599825957	29.158460097359836	69.06471002448598	71.24918172798574	78.15334039354374	80.64181828551749	97.12881574861456	
55	5358.0	486.0	2.671025563400093	2.8322424504938937	4.735969979508468	5.644988220269994	6.821545315594264	8.303274902657122	12.604492657937499	13.793667885697232	15.741116550475581	20.021703274313097	378.0	26.953489599825957	29.158460097359836	69.06471002448598	71.24918172798574	78.15334039354374	80.64181828551749	97.12881574861456	
56	5358.0	486.0	2.671025563400093	2.8322424504938937	4.735969979508468	5.644988220269994	6.821545315594264	8.303274902657122	12.604492657937499	13.793667885697232	15.741116550475581	20.021703274313097	378.0	26.953489599825957	29.158460097359836	69.06471002448598	71.24918172798574	78.15334039354374	80.64181828551749	97.12881574861456	
57	5358.0	486.0	2.671025563400093	2.8322424504938937	4.735969979508468	5.644988220269994	6.821545315594264	8.303274902657122	12.604492657937499	13.793667885697232	15.741116550475581	20.021703274313097	378.0	26.953489599825957	29.158460097359836	69.06471002448598	71.24918172798574	78.15334039354374	80.64181828551749	97.12881574861456	
58	5363.0	1.2917655228716853	2.855418149368589	3.4656867243947573	613.0	4.9883365504758075	7.137403141574211	7.483106713316488	11.273509488820935	11.28243649470869	14.60060098255802	18.460804438673705	19.66708387374498	21.336883154064537	28.620819265823265	66.920107991924	1041.0	1223.0	74.94995267709896	79.46054192098742	
59	5370.0	1.851885052470024	2.0989882675621487	2.7574764313037576	5.052184038582297	5.6339194413942835	6.107851723450054	7.617337102306095	13.186495371987789	13.272158369543689	14.438003814720545	15.110464481927025	21.40210359057405	24.03295111765803	27.625014837411072	1627.0	76.36844662012815	80.53220094969052	864.0	82.07773176063472	
