Sample	posterior	likelihood	prior	treeLikelihood	Tree.height	Tree.treeLength	TIM3uffreqParameter.1	TIM3uffreqParameter.2	TIM3uffreqParameter.3	TIM3uffreqParameter.4	RateAC-Standard_TIM3uf	RateAG-Standard_TIM3uf	RateAT-Standard_TIM3uf	RateCG-Standard_TIM3uf	RateCT-Standard_TIM3uf	RateGT-Standard_TIM3uf	fastUcldStdev	fastRatesStat.mean	fastRatesStat.variance	fastRatesStat.coefficientOfVariation	fastUcldMean	popSize	CoalescentConstant	proportionInvariant	
10	-11402.533581216137	-11480.40993020102	77.87634898488224	-11480.40993020102	0.15362815771300398	1.098434611293064	0.3082149142582952	0.2058163729098862	0.2383203697264916	0.24764834310532713	0.06433343105969823	2.2123818092692864	0.29616242760203787	0.06433343105969823	3.066626473407242	0.29616242760203787	0.034830750382008155	0.06507537259095687	6.276985633340438E-6	0.03862712235563863	0.06407251805269212	0.3224199608358782	8.432043936499031	0.8542419459436689	
11	-11352.318681937035	-11480.303642178667	127.9849602416324	-11480.303642178667	0.25071128457535824	1.6977370278033102	0.3009468390906589	0.19505244743221692	0.25935513305796953	0.24464558041915482	0.05649527235834416	2.026509015037748	0.24468233978321352	0.05649527235834416	3.3711357606791377	0.24468233978321352	0.010000574325176391	0.04305450329754102	1.708066850277025E-7	0.009589542895075548	0.04313021532592389	0.42543945037669156	1.9576269967197368	0.8542419459436689	
12	-11411.759963079321	-11480.209959494414	68.44999641509271	-11480.209959494414	0.2776025396658278	1.8283683235568786	0.29355759217465627	0.21801479044279543	0.2519125730392977	0.23651504434325077	0.10320943588088505	2.129900360931715	0.2614720727162835	0.10320943588088505	3.140736621873949	0.2614720727162835	0.04895147758917657	0.03968139409062585	2.893646990198216E-6	0.04385602802935708	0.03853716781203681	0.3593091404973187	1.3558788816421017	0.775746132501352	
13	-11411.364640850079	-11480.110063729646	68.74542287956693	-11480.110063729646	0.3143703351758467	2.1579927757516244	0.30145109287539174	0.2100633313384493	0.24410859757240316	0.24437697821375595	0.10898991333101002	2.115834530464726	0.31018640131278064	0.10898991333101002	3.045812840247694	0.31018640131278064	0.04236568583830678	0.03413554414355617	1.9147055288067004E-6	0.040254121816362856	0.03451706366097155	0.46119432702451013	-2.4379042265271886	0.8542419459436689	
14	-11264.990031835581	-11480.094868946488	215.1048371109062	-11480.094868946488	0.5873949975422174	3.7452821630102395	0.2977694131122015	0.2096460569427948	0.2462742403483962	0.2463102895966075	0.06985736493753446	2.205443897843446	0.24455279501989877	0.06985736493753446	3.1657357822416894	0.24455279501989877	7.111006685633657E-4	0.022704266477324885	2.4977087370946737E-10	6.961676313659494E-4	0.022703856493197828	0.8801138125476902	-11.519161238519978	0.8212873895783099	
15	-11495.265642920327	-11480.007827286247	-15.257815634080178	-11480.007827286247	0.7469542413039078	3.7884409665103522	0.31259959404665894	0.19858984382143874	0.25119993210852953	0.23761063002337285	0.07149017594022028	1.8307216906018708	0.4582986067607093	0.07149017594022028	3.109700743996271	0.4582986067607093	0.352405556589452	0.019685731073202012	3.0280984593411262E-5	0.27035840623269364	0.021070488243831727	0.8591095049000759	-11.686734089820439	0.7041570524831844	
16	-11448.347851144108	-11479.978649434284	31.630798290177044	-11479.978649434284	0.30515778763663154	2.1888356093716888	0.30145109287539174	0.2100633313384493	0.24410859757240316	0.24437697821375595	0.060223066445589335	2.2079902095245516	0.36334290476794323	0.060223066445589335	2.9448778480483844	0.36334290476794323	0.08231969044315933	0.03254828320675885	1.0201908586374431E-5	0.09904912740049358	0.03234105897047931	0.3665236628435626	-3.5609381685205355	0.7262874167776933	
17	-11487.932041143664	-11479.74081309563	-8.191228048033908	-11479.74081309563	2.0539961111103344	12.341270140504465	0.3119295011346216	0.1987756249571449	0.25220114558294116	0.23709372832529244	0.18411747060455172	1.770223375507278	0.37136755536130045	0.18411747060455172	3.1188065725610183	0.37136755536130045	0.15796519617826776	0.005825334283297495	5.501322694282656E-7	0.12310933224266493	0.006205976582542136	1.8573262908637331	-34.25437907527958	0.7041570524831844	
18	-11451.368459550184	-11479.443932473878	28.075472923693546	-11479.443932473878	1.1507202993258387	7.065508531704758	0.30983483023528274	0.1996965100488659	0.25346656284555524	0.23700209687029616	0.16119848349418922	1.7707688346575288	0.31009640451742265	0.16119848349418922	3.2866413893192483	0.31009640451742265	0.07397467169464678	0.009807602029421814	4.0921697651599944E-7	0.06479752124672007	0.009767761168918154	1.248317321534433	-22.97236516704572	0.7041570524831844	
19	-11460.242531631744	-11479.158075697263	18.91554406551869	-11479.158075697263	0.5991023733658355	3.6366543714043895	0.2907796331072678	0.19555422034355768	0.2673558569525671	0.2463102895966075	0.08431805168024646	2.3194087695507037	0.26997983258580294	0.08431805168024646	2.9719954619171993	0.26997983258580294	0.09693807544766497	0.01960661237204277	5.085784476675523E-6	0.11507141540782473	0.019458230391912773	0.6066095275529154	-11.042126626217135	0.8212873895783099	
20	-11368.414389422924	-11479.142671411359	110.72828198843419	-11479.142671411359	3.0870851300678916	21.00858983628659	0.29960556869307386	0.19892423723754418	0.2613041257252507	0.24016606834413134	0.06841926174489553	2.1978137051565874	0.3584281782400857	0.06841926174489553	2.9484914148734513	0.3584281782400857	0.004597709033277484	0.0031011621046828897	1.935402619644536E-10	0.004490697106332071	0.0030970021726795267	3.7854939609874574	-44.808253508511214	0.7041570524831844	
21	-11378.793187629219	-11479.118786640127	100.32559901090838	-11479.118786640127	0.9919656941945393	6.002745674044407	0.30983483023528274	0.19975808471447123	0.25340498817994994	0.23700209687029616	0.16119848349418922	1.7514836731187533	0.3197389852868104	0.16119848349418922	3.2866413893192483	0.3197389852868104	0.013445665088607965	0.012026049798397345	1.4379872492120648E-8	0.010001798567477831	0.011993460523124803	1.3611298923033897	-21.15563225493588	0.7041570524831844	
22	-11447.745796098856	-11479.069072617414	31.32327651855903	-11479.069072617414	0.3077078324603296	2.112222173173537	0.30145109287539174	0.2100633313384493	0.24410859757240316	0.24437697821375595	0.060223066445589335	2.115834530464726	0.3104647302224014	0.060223066445589335	3.1427898761992936	0.3104647302224014	0.10829294497549648	0.037309549164004495	1.6435788265105503E-5	0.10868403492533715	0.03730241893307613	0.32928955581373764	-1.82530261201412	0.8542419459436689	
23	-11402.155835214515	-11479.029156645382	76.87332143086711	-11479.029156645382	0.137267063604964	0.9740853862617667	0.2958951818654464	0.2118517907692345	0.24292242494361857	0.2493306024217007	0.09816438628578077	2.1184117133734	0.29616242760203787	0.09816438628578077	3.0929346588509636	0.29616242760203787	0.03663170736922713	0.06222650308490077	8.186722480656936E-6	0.04616972144015773	0.06185545390301691	0.14470713480437525	12.155232263307207	0.8542419459436689	
